ordinal,name,method,height,width,time_sec,clip,prompt
8,img_0000008,LUA_x2_to_2048,2048,2048,0.8126156869984698,0.3497903347015381,"industrial warehouse interior, featuring a family, photorealistic, soft window light, low-angle shot, 50mm lens, cool blue-green palette, nostalgic atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
8,img_0000008,RF_f3_one_step_x2,2048,2048,1.2882645479985513,0.34813910722732544,"industrial warehouse interior, featuring a family, photorealistic, soft window light, low-angle shot, 50mm lens, cool blue-green palette, nostalgic atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
9,img_0000009,bicubic_x2,2048,2048,4.01599972974509e-05,0.36075925827026367,"sunlit coastal village, featuring a bowl of fruit, photorealistic, golden hour light, layered foreground and background, 85mm lens, high contrast colors, lived-in atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
9,img_0000009,LUA_x2_to_2048,2048,2048,0.8213959140121005,0.3622051477432251,"sunlit coastal village, featuring a bowl of fruit, photorealistic, golden hour light, layered foreground and background, 85mm lens, high contrast colors, lived-in atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
9,img_0000009,RF_f3_one_step_x2,2048,2048,1.2935954720014706,0.3596327602863312,"sunlit coastal village, featuring a bowl of fruit, photorealistic, golden hour light, layered foreground and background, 85mm lens, high contrast colors, lived-in atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
10,img_0000010,bicubic_x2,2048,2048,4.068799898959696e-05,0.39267784357070923,"airplane hangar, featuring a bouquet of flowers, magazine-style image, soft window light, layered foreground and background, 85mm lens, cool blue-green palette, energetic atmosphere, sharp focus, highly detailed, coherent composition, clean image, no watermark, no text"
10,img_0000010,LUA_x2_to_2048,2048,2048,1.316039577999618,0.3926481008529663,"airplane hangar, featuring a bouquet of flowers, magazine-style image, soft window light, layered foreground and background, 85mm lens, cool blue-green palette, energetic atmosphere, sharp focus, highly detailed, coherent composition, clean image, no watermark, no text"
10,img_0000010,RF_f3_one_step_x2,2048,2048,1.290893546974985,0.39324361085891724,"airplane hangar, featuring a bouquet of flowers, magazine-style image, soft window light, layered foreground and background, 85mm lens, cool blue-green palette, energetic atmosphere, sharp focus, highly detailed, coherent composition, clean image, no watermark, no text"
11,img_0000011,bicubic_x2,2048,2048,3.943298361264169e-05,0.3661605715751648,"cinematic street scene, featuring a chef at work, editorial photography, volumetric backlight, off-center composition, 70mm lens, high contrast colors, clean modern atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
11,img_0000011,LUA_x2_to_2048,2048,2048,1.3553145040059462,0.36528682708740234,"cinematic street scene, featuring a chef at work, editorial photography, volumetric backlight, off-center composition, 70mm lens, high contrast colors, clean modern atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
11,img_0000011,RF_f3_one_step_x2,2048,2048,1.2945168769801967,0.3650664687156677,"cinematic street scene, featuring a chef at work, editorial photography, volumetric backlight, off-center composition, 70mm lens, high contrast colors, clean modern atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
12,img_0000012,bicubic_x2,2048,2048,3.946101060137153e-05,0.3846791982650757,"airplane hangar, featuring a bouquet of flowers, cinematic film still, soft window light, medium shot, macro lens, high contrast colors, clean modern atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
12,img_0000012,LUA_x2_to_2048,2048,2048,0.8191334160219412,0.3858306407928467,"airplane hangar, featuring a bouquet of flowers, cinematic film still, soft window light, medium shot, macro lens, high contrast colors, clean modern atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
12,img_0000012,RF_f3_one_step_x2,2048,2048,1.2949348420079332,0.385541707277298,"airplane hangar, featuring a bouquet of flowers, cinematic film still, soft window light, medium shot, macro lens, high contrast colors, clean modern atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
13,img_0000013,bicubic_x2,2048,2048,3.920402377843857e-05,0.32505732774734497,"wildlife documentary moment, featuring a chef at work, fine-art photography, neon reflections, off-center composition, 85mm lens, rich vibrant colors, lived-in atmosphere, visible material detail, highly detailed, coherent composition, clean image, no watermark, no text"
13,img_0000013,LUA_x2_to_2048,2048,2048,0.8382920880103484,0.3249928653240204,"wildlife documentary moment, featuring a chef at work, fine-art photography, neon reflections, off-center composition, 85mm lens, rich vibrant colors, lived-in atmosphere, visible material detail, highly detailed, coherent composition, clean image, no watermark, no text"
13,img_0000013,RF_f3_one_step_x2,2048,2048,1.295897418021923,0.32363882660865784,"wildlife documentary moment, featuring a chef at work, fine-art photography, neon reflections, off-center composition, 85mm lens, rich vibrant colors, lived-in atmosphere, visible material detail, highly detailed, coherent composition, clean image, no watermark, no text"
14,img_0000014,bicubic_x2,2048,2048,4.1019986383616924e-05,0.32455337047576904,"rooftop garden, featuring an elegant woman, editorial photography, misty morning light, low-angle shot, macro lens, high contrast colors, lived-in atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
14,img_0000014,LUA_x2_to_2048,2048,2048,0.8319268470222596,0.327894389629364,"rooftop garden, featuring an elegant woman, editorial photography, misty morning light, low-angle shot, macro lens, high contrast colors, lived-in atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
14,img_0000014,RF_f3_one_step_x2,2048,2048,1.295190339005785,0.325356662273407,"rooftop garden, featuring an elegant woman, editorial photography, misty morning light, low-angle shot, macro lens, high contrast colors, lived-in atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
15,img_0000015,bicubic_x2,2048,2048,3.877200651913881e-05,0.42202824354171753,"airplane hangar, featuring a golden retriever, cinematic film still, neon reflections, close-up framing, 35mm lens, high contrast colors, lived-in atmosphere, fine textures, highly detailed, coherent composition, clean image, no watermark, no text"
15,img_0000015,LUA_x2_to_2048,2048,2048,0.8124315140012186,0.42222893238067627,"airplane hangar, featuring a golden retriever, cinematic film still, neon reflections, close-up framing, 35mm lens, high contrast colors, lived-in atmosphere, fine textures, highly detailed, coherent composition, clean image, no watermark, no text"
15,img_0000015,RF_f3_one_step_x2,2048,2048,1.29688109701965,0.4193313419818878,"airplane hangar, featuring a golden retriever, cinematic film still, neon reflections, close-up framing, 35mm lens, high contrast colors, lived-in atmosphere, fine textures, highly detailed, coherent composition, clean image, no watermark, no text"
16,img_0000016,bicubic_x2,2048,2048,3.8883998058736324e-05,0.3493340313434601,"airplane hangar, featuring a chef at work, fine-art photography, soft window light, deep perspective, 70mm lens, cool blue-green palette, calm atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
16,img_0000016,LUA_x2_to_2048,2048,2048,0.8190651260083541,0.35006183385849,"airplane hangar, featuring a chef at work, fine-art photography, soft window light, deep perspective, 70mm lens, cool blue-green palette, calm atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
16,img_0000016,RF_f3_one_step_x2,2048,2048,1.2967733459954616,0.3449707627296448,"airplane hangar, featuring a chef at work, fine-art photography, soft window light, deep perspective, 70mm lens, cool blue-green palette, calm atmosphere, complex background detail, highly detailed, coherent composition, clean image, no watermark, no text"
17,img_0000017,bicubic_x2,2048,2048,3.8875004975125194e-05,0.3256613314151764,"wildlife documentary moment, featuring a bouquet of flowers, magazine-style image, misty morning light, medium shot, 85mm lens, high contrast colors, tense atmosphere, fine textures, highly detailed, coherent composition, clean image, no watermark, no text"
17,img_0000017,LUA_x2_to_2048,2048,2048,0.8320783670060337,0.3253265619277954,"wildlife documentary moment, featuring a bouquet of flowers, magazine-style image, misty morning light, medium shot, 85mm lens, high contrast colors, tense atmosphere, fine textures, highly detailed, coherent composition, clean image, no watermark, no text"
17,img_0000017,RF_f3_one_step_x2,2048,2048,1.2973095960041974,0.3255358040332794,"wildlife documentary moment, featuring a bouquet of flowers, magazine-style image, misty morning light, medium shot, 85mm lens, high contrast colors, tense atmosphere, fine textures, highly detailed, coherent composition, clean image, no watermark, no text"
18,img_0000018,bicubic_x2,2048,2048,3.940099850296974e-05,0.3558717966079712,"sunlit coastal village, featuring a futuristic train, fine-art photography, volumetric backlight, deep perspective, 85mm lens, soft pastel colors, dreamy atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
18,img_0000018,LUA_x2_to_2048,2048,2048,0.8421965309826192,0.3576456308364868,"sunlit coastal village, featuring a futuristic train, fine-art photography, volumetric backlight, deep perspective, 85mm lens, soft pastel colors, dreamy atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
18,img_0000018,RF_f3_one_step_x2,2048,2048,1.2951632080075797,0.35739922523498535,"sunlit coastal village, featuring a futuristic train, fine-art photography, volumetric backlight, deep perspective, 85mm lens, soft pastel colors, dreamy atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
19,img_0000019,bicubic_x2,2048,2048,3.9111997466534376e-05,0.3610202670097351,"glass greenhouse, featuring two friends, cinematic film still, misty morning light, medium shot, 85mm lens, natural colors, nostalgic atmosphere, realistic reflections, highly detailed, coherent composition, clean image, no watermark, no text"
19,img_0000019,LUA_x2_to_2048,2048,2048,0.8429874970170204,0.3641588091850281,"glass greenhouse, featuring two friends, cinematic film still, misty morning light, medium shot, 85mm lens, natural colors, nostalgic atmosphere, realistic reflections, highly detailed, coherent composition, clean image, no watermark, no text"
19,img_0000019,RF_f3_one_step_x2,2048,2048,1.2972019529843237,0.3622160255908966,"glass greenhouse, featuring two friends, cinematic film still, misty morning light, medium shot, 85mm lens, natural colors, nostalgic atmosphere, realistic reflections, highly detailed, coherent composition, clean image, no watermark, no text"
20,img_0000020,bicubic_x2,2048,2048,3.9497012039646506e-05,0.357012540102005,"cozy reading room, featuring a horse, fine-art photography, volumetric backlight, high-angle shot, 35mm lens, rich vibrant colors, nostalgic atmosphere, visible material detail, highly detailed, coherent composition, clean image, no watermark, no text"
20,img_0000020,LUA_x2_to_2048,2048,2048,0.8447463790071197,0.35599467158317566,"cozy reading room, featuring a horse, fine-art photography, volumetric backlight, high-angle shot, 35mm lens, rich vibrant colors, nostalgic atmosphere, visible material detail, highly detailed, coherent composition, clean image, no watermark, no text"
20,img_0000020,RF_f3_one_step_x2,2048,2048,1.3015149570128415,0.3564261794090271,"cozy reading room, featuring a horse, fine-art photography, volumetric backlight, high-angle shot, 35mm lens, rich vibrant colors, nostalgic atmosphere, visible material detail, highly detailed, coherent composition, clean image, no watermark, no text"
21,img_0000021,bicubic_x2,2048,2048,3.841100260615349e-05,0.3414037227630615,"open-air market, featuring a motorbike rider, magazine-style image, neon reflections, layered foreground and background, macro lens, cool blue-green palette, lived-in atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
21,img_0000021,LUA_x2_to_2048,2048,2048,0.8233285690075718,0.33991754055023193,"open-air market, featuring a motorbike rider, magazine-style image, neon reflections, layered foreground and background, macro lens, cool blue-green palette, lived-in atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
21,img_0000021,RF_f3_one_step_x2,2048,2048,1.3015218740038108,0.3405922055244446,"open-air market, featuring a motorbike rider, magazine-style image, neon reflections, layered foreground and background, macro lens, cool blue-green palette, lived-in atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
22,img_0000022,bicubic_x2,2048,2048,3.800599370151758e-05,0.34359103441238403,"small bakery kitchen, featuring a bowl of fruit, photorealistic, harsh midday sun, medium shot, 70mm lens, natural colors, clean modern atmosphere, crisp edges, highly detailed, coherent composition, clean image, no watermark, no text"
22,img_0000022,LUA_x2_to_2048,2048,2048,0.8368669830088038,0.34216946363449097,"small bakery kitchen, featuring a bowl of fruit, photorealistic, harsh midday sun, medium shot, 70mm lens, natural colors, clean modern atmosphere, crisp edges, highly detailed, coherent composition, clean image, no watermark, no text"
22,img_0000022,RF_f3_one_step_x2,2048,2048,1.3055434769776184,0.3391075134277344,"small bakery kitchen, featuring a bowl of fruit, photorealistic, harsh midday sun, medium shot, 70mm lens, natural colors, clean modern atmosphere, crisp edges, highly detailed, coherent composition, clean image, no watermark, no text"
23,img_0000023,bicubic_x2,2048,2048,3.8161000702530146e-05,0.31684446334838867,"luxury hotel lobby, featuring a scientist, fine-art photography, dramatic rim light, deep perspective, 24mm lens, high contrast colors, tense atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
23,img_0000023,LUA_x2_to_2048,2048,2048,0.8373539639869705,0.3165518641471863,"luxury hotel lobby, featuring a scientist, fine-art photography, dramatic rim light, deep perspective, 24mm lens, high contrast colors, tense atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
23,img_0000023,RF_f3_one_step_x2,2048,2048,1.3019598239916377,0.31634721159935,"luxury hotel lobby, featuring a scientist, fine-art photography, dramatic rim light, deep perspective, 24mm lens, high contrast colors, tense atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
24,img_0000024,bicubic_x2,2048,2048,3.8788013625890017e-05,0.29770705103874207,"sunlit coastal village, featuring a street musician, photorealistic, neon reflections, off-center composition, 24mm lens, high contrast colors, clean modern atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
24,img_0000024,LUA_x2_to_2048,2048,2048,0.8400387869914994,0.2983928620815277,"sunlit coastal village, featuring a street musician, photorealistic, neon reflections, off-center composition, 24mm lens, high contrast colors, clean modern atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
24,img_0000024,RF_f3_one_step_x2,2048,2048,1.3062773930141702,0.29882174730300903,"sunlit coastal village, featuring a street musician, photorealistic, neon reflections, off-center composition, 24mm lens, high contrast colors, clean modern atmosphere, subtle depth of field, highly detailed, coherent composition, clean image, no watermark, no text"
25,img_0000025,bicubic_x2,2048,2048,3.778201062232256e-05,0.32387030124664307,"lakeside cabin, featuring a horse, fine-art photography, moody tungsten lighting, symmetrical composition, 35mm lens, high contrast colors, clean modern atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
25,img_0000025,LUA_x2_to_2048,2048,2048,0.9014301529969089,0.3254750967025757,"lakeside cabin, featuring a horse, fine-art photography, moody tungsten lighting, symmetrical composition, 35mm lens, high contrast colors, clean modern atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
25,img_0000025,RF_f3_one_step_x2,2048,2048,1.3080308499920648,0.3229963779449463,"lakeside cabin, featuring a horse, fine-art photography, moody tungsten lighting, symmetrical composition, 35mm lens, high contrast colors, clean modern atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
26,img_0000026,bicubic_x2,2048,2048,3.903498873114586e-05,0.36965179443359375,"cinematic street scene, featuring a cyclist, cinematic film still, volumetric backlight, close-up framing, 50mm lens, cool blue-green palette, lived-in atmosphere, crisp edges, highly detailed, coherent composition, clean image, no watermark, no text"
26,img_0000026,LUA_x2_to_2048,2048,2048,0.8717733990051784,0.3691858649253845,"cinematic street scene, featuring a cyclist, cinematic film still, volumetric backlight, close-up framing, 50mm lens, cool blue-green palette, lived-in atmosphere, crisp edges, highly detailed, coherent composition, clean image, no watermark, no text"
26,img_0000026,RF_f3_one_step_x2,2048,2048,1.3046924180234782,0.3671754002571106,"cinematic street scene, featuring a cyclist, cinematic film still, volumetric backlight, close-up framing, 50mm lens, cool blue-green palette, lived-in atmosphere, crisp edges, highly detailed, coherent composition, clean image, no watermark, no text"
27,img_0000027,bicubic_x2,2048,2048,3.862200537696481e-05,0.3495638072490692,"cozy reading room, featuring an architect, photorealistic, harsh midday sun, close-up framing, macro lens, cool blue-green palette, tense atmosphere, visible material detail, highly detailed, coherent composition, clean image, no watermark, no text"
27,img_0000027,LUA_x2_to_2048,2048,2048,0.8541875010123476,0.35065150260925293,"cozy reading room, featuring an architect, photorealistic, harsh midday sun, close-up framing, macro lens, cool blue-green palette, tense atmosphere, visible material detail, highly detailed, coherent composition, clean image, no watermark, no text"
27,img_0000027,RF_f3_one_step_x2,2048,2048,1.3051075889961794,0.34812331199645996,"cozy reading room, featuring an architect, photorealistic, harsh midday sun, close-up framing, macro lens, cool blue-green palette, tense atmosphere, visible material detail, highly detailed, coherent composition, clean image, no watermark, no text"
28,img_0000028,bicubic_x2,2048,2048,4.919199272990227e-05,0.407187819480896,"museum gallery, featuring a golden retriever, magazine-style image, volumetric backlight, off-center composition, 85mm lens, cool blue-green palette, dreamy atmosphere, crisp edges, highly detailed, coherent composition, clean image, no watermark, no text"
28,img_0000028,LUA_x2_to_2048,2048,2048,0.8604650759953074,0.40813347697257996,"museum gallery, featuring a golden retriever, magazine-style image, volumetric backlight, off-center composition, 85mm lens, cool blue-green palette, dreamy atmosphere, crisp edges, highly detailed, coherent composition, clean image, no watermark, no text"
28,img_0000028,RF_f3_one_step_x2,2048,2048,1.3049089590203948,0.4083152711391449,"museum gallery, featuring a golden retriever, magazine-style image, volumetric backlight, off-center composition, 85mm lens, cool blue-green palette, dreamy atmosphere, crisp edges, highly detailed, coherent composition, clean image, no watermark, no text"
29,img_0000029,bicubic_x2,2048,2048,3.845899482257664e-05,0.34324216842651367,"rainy alley at night, featuring a cyclist, photorealistic, soft window light, wide composition, 70mm lens, rich vibrant colors, nostalgic atmosphere, realistic reflections, highly detailed, coherent composition, clean image, no watermark, no text"
29,img_0000029,LUA_x2_to_2048,2048,2048,0.8677595919871237,0.347321480512619,"rainy alley at night, featuring a cyclist, photorealistic, soft window light, wide composition, 70mm lens, rich vibrant colors, nostalgic atmosphere, realistic reflections, highly detailed, coherent composition, clean image, no watermark, no text"
29,img_0000029,RF_f3_one_step_x2,2048,2048,1.3065112260228489,0.3443455994129181,"rainy alley at night, featuring a cyclist, photorealistic, soft window light, wide composition, 70mm lens, rich vibrant colors, nostalgic atmosphere, realistic reflections, highly detailed, coherent composition, clean image, no watermark, no text"
30,img_0000030,bicubic_x2,2048,2048,3.905998892150819e-05,0.3486255407333374,"sunlit coastal village, featuring a surfer, cinematic film still, volumetric backlight, medium shot, 85mm lens, muted cinematic palette, tense atmosphere, realistic reflections, highly detailed, coherent composition, clean image, no watermark, no text"
30,img_0000030,LUA_x2_to_2048,2048,2048,0.9676871199917514,0.3494361639022827,"sunlit coastal village, featuring a surfer, cinematic film still, volumetric backlight, medium shot, 85mm lens, muted cinematic palette, tense atmosphere, realistic reflections, highly detailed, coherent composition, clean image, no watermark, no text"
30,img_0000030,RF_f3_one_step_x2,2048,2048,1.3085426540055778,0.3487390875816345,"sunlit coastal village, featuring a surfer, cinematic film still, volumetric backlight, medium shot, 85mm lens, muted cinematic palette, tense atmosphere, realistic reflections, highly detailed, coherent composition, clean image, no watermark, no text"
31,img_0000031,bicubic_x2,2048,2048,3.998001920990646e-05,0.35332900285720825,"subway platform, featuring a street musician, editorial photography, bright studio lighting, off-center composition, 24mm lens, cool blue-green palette, lived-in atmosphere, fine textures, highly detailed, coherent composition, clean image, no watermark, no text"
31,img_0000031,LUA_x2_to_2048,2048,2048,0.9043367179983761,0.35418903827667236,"subway platform, featuring a street musician, editorial photography, bright studio lighting, off-center composition, 24mm lens, cool blue-green palette, lived-in atmosphere, fine textures, highly detailed, coherent composition, clean image, no watermark, no text"
31,img_0000031,RF_f3_one_step_x2,2048,2048,1.3072841030079871,0.35220932960510254,"subway platform, featuring a street musician, editorial photography, bright studio lighting, off-center composition, 24mm lens, cool blue-green palette, lived-in atmosphere, fine textures, highly detailed, coherent composition, clean image, no watermark, no text"
32,img_0000032,bicubic_x2,2048,2048,3.863198799081147e-05,0.3828861713409424,"dense futuristic city block, featuring a cyclist, stylized but realistic, overcast daylight, clean centered composition, 85mm lens, muted cinematic palette, tense atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
32,img_0000032,LUA_x2_to_2048,2048,2048,0.8544507759797852,0.3823949694633484,"dense futuristic city block, featuring a cyclist, stylized but realistic, overcast daylight, clean centered composition, 85mm lens, muted cinematic palette, tense atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
32,img_0000032,RF_f3_one_step_x2,2048,2048,1.3058496750018094,0.38312944769859314,"dense futuristic city block, featuring a cyclist, stylized but realistic, overcast daylight, clean centered composition, 85mm lens, muted cinematic palette, tense atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
33,img_0000033,bicubic_x2,2048,2048,3.8363010389730334e-05,0.3115243911743164,"macro still-life table scene, featuring a chef at work, magazine-style image, dramatic rim light, deep perspective, 70mm lens, high contrast colors, clean modern atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
33,img_0000033,LUA_x2_to_2048,2048,2048,0.8651047440071125,0.311198353767395,"macro still-life table scene, featuring a chef at work, magazine-style image, dramatic rim light, deep perspective, 70mm lens, high contrast colors, clean modern atmosphere, natural skin detail, highly detailed, coherent composition, clean image, no watermark, no text"
